Time (s)	MSDx (um^2)	MSDy (um^2)
21.5	0.593364053959422	5.81038444415265
22.4	0.597489215040779	6.05275664984195
23.3	0.601751857573829	6.2946751883804
24.2	0.605895209743818	6.53569718812499
25.1	0.609941670256727	6.7764071930983
26.1	0.614279379441324	7.04451198783853
27.1	0.618443102194871	7.31347107369323
28.2	0.62321932073548	7.60930346444206
29.3	0.627829286856732	7.90444574054209
30.4	0.632541861105369	8.20020937144833
31.6	0.637867107892615	8.5231933514807
32.9	0.643358799664768	8.87351250143483
34.1	0.64812967744934	9.1970199117151
35.5	0.65401632810885	9.57406800645691
36.9	0.659997393243415	9.95181743944354
38.3	0.66609304126818	10.3294425955231
39.8	0.672653760760114	10.7346739255855
41.4	0.679579459300058	11.1675003049084
43	0.686137311699017	11.6021706715347
44.7	0.693805431675296	12.0639861416811
46.4	0.701372380112234	12.5256212871198
48.2	0.709428258588548	13.0130390408589
50.1	0.717380382123078	13.5264357751176
52.1	0.725930195326006	14.0668784373469
54.1	0.735239491794454	14.6068132348492
56.2	0.744613685667019	15.1720538135429
58.4	0.75475398688762	15.763704091119
60.7	0.765162382703124	16.3811184042812
63.1	0.775297236844226	17.0262466067123
65.6	0.785948055047749	17.6977699569944
68.1	0.796498455014517	18.3690517331161
70.8	0.807701132996646	19.095371105347
73.6	0.820484761978487	19.8477563941362
76.4	0.832214001009584	20.6002960969575
79.4	0.845374121418935	21.4104495372372
82.5	0.858722935060195	22.2477049392525
85.8	0.87413758206063	23.1351547189717
89.1	0.88825418657967	24.0233702690704
92.6	0.903450163154355	24.9670772332836
96.2	0.918633236640651	25.9351442603726
100	0.933875962727753	26.9577616680368
103.9	0.95068371646474	28.0051098990712
108	0.966869651667574	29.1003379724396
112.2	0.984431445406127	30.2211421702472
116.6	1.0032707573342	31.3944996466927
121.2	1.0238244826628	32.6167062778031
125.9	1.0441386547669	33.8626981778298
130.8	1.06596230181329	35.1544514152782
135.9	1.08801281855021	36.4898184099417
141.3	1.11007836210624	37.8944574948732
146.8	1.13513997669786	39.3164000697404
152.5	1.15837959111836	40.7904606360158
158.5	1.18463017038801	42.3369667099699
164.7	1.21159376727489	43.9333210121388
171.1	1.23956921960716	45.5950370997914
177.8	1.26897618631605	47.3386515025541
184.8	1.29777947126925	49.1509823550705
192	1.327731154484	51.0300607354817
199.5	1.36095544845397	53.0018754959232
207.3	1.39324718679463	55.0548101505545
215.4	1.42837175287215	57.1878791948578
223.9	1.46319783645227	59.4294450123673
232.6	1.5001445462118	61.711983991356
241.7	1.53927763717936	64.0902203931317
251.2	1.57891998040815	66.5796027192283
261	1.62148280562075	69.1489036909068
271.2	1.66481962497785	71.7922924695115
281.8	1.70935533319631	74.51716094919
292.9	1.75651243042193	77.3449908063373
304.3	1.80498252717458	80.2569787528744
316.2	1.85382114653679	83.2962030200086
328.6	1.90602739807139	86.4820156665384
341.4	1.96108982331019	89.7703814991855
354.8	2.01616154918456	93.1720170813763
368.7	2.07365402846073	96.7053714827065
383.1	2.1336442343869	100.384250909164
398.1	2.19799247841078	104.214446215854
413.7	2.26815837040787	108.184437383631
429.9	2.33587646724212	112.301052579457
446.7	2.40859078867053	116.539941449411
464.2	2.48466598415553	120.965387622505
482.3	2.56360726918066	125.590170496403
501.2	2.64446666235566	130.429812961161
520.8	2.73206088954055	135.372007041468
541.2	2.82096103574257	140.496512487189
562.3	2.91419651667299	145.856922922
584.3	3.01141690706692	151.486917553025
607.2	3.11130425598913	157.265716359981
630.9	3.21722639260096	163.143993372764
655.6	3.32842949806856	169.140808983471
681.3	3.44010236615748	175.397738820221
707.9	3.55525099126423	181.835843002319
735.6	3.67716585773129	188.485688548359
764.4	3.80394418899706	195.242394757779
794.3	3.93323229484849	202.18289355914
825.4	4.06490628841646	209.306948197626
857.7	4.20054455082155	216.485596149336
891.2	4.34090714581726	224.077772239636
926.1	4.48856321988221	231.916507637273
962.3	4.64359548504392	239.97569767678
1000	4.8035514061338	248.447902415171
1039.1	4.97571574403164	257.316890453157
1079.8	5.15305176643358	266.393884969757
1122	5.33446016632679	275.637132734066
1165.9	5.52430396318481	285.25870567499
1211.5	5.72232375262105	295.346715392973
1258.9	5.93087058973296	305.776612676936
1308.2	6.14609991632953	316.465455115284
1359.3	6.37494884287103	327.627424831364
1412.5	6.60911443492926	339.211483379556
1467.8	6.85417001292459	351.056212310185
1525.2	7.10533668958199	363.098715794094
1584.9	7.36689665968716	375.521178206679
1646.9	7.63183040811923	388.07014262514
1711.3	7.90782319668998	400.779223981531
1778.2	8.18534797278489	413.546843728534
1847.8	8.48006836196312	426.922605556847
1920.1	8.7882490776756	441.030086186314
1995.2	9.115658870986	455.823863718589
2073.3	9.46037079429255	471.423279824503
2154.4	9.8109136012451	488.119179744788
2238.7	10.1757647732814	505.486974863342
2326.3	10.5556458343987	524.189573603451
2417.3	10.936810626542	543.446040992288
2511.8	11.3250379172102	563.63673836085
2610.1	11.7402903318738	584.949026130027
2712.2	12.2008336295914	607.331756468752
2818.3	12.6636500444749	631.37179433705
2928.6	13.1591512800575	656.598970152255
3043.2	13.7119622162071	682.128430677341
3162.2	14.2928370536489	707.817899602093
3285.9	14.8908885281995	732.724983542334
3414.5	15.4948003202508	758.564696639748
3548.1	16.1205121681743	786.622490584836
3686.9	16.7363832838144	815.665747737094
3831.1	17.4029863480557	844.28578458419
3981	18.1027949842745	874.882752333186
4136.7	18.7988387506113	906.494601357948
4298.6	19.5391111911511	939.729823350677
4466.7	20.2327149849652	973.242396068082
4641.5	20.974142793928	1008.81171882194
4823.1	21.7476478432825	1044.88061869458
5011.8	22.5009368824292	1082.45465927838
5207.8	23.2934184401998	1121.8395642967
5411.6	24.1461341597202	1164.90306478591
5623.3	25.0410838719004	1208.75726942888
5843.3	25.950021095709	1260.61039101091
6071.9	26.8376996702233	1310.6481031609
6309.4	27.7796962610047	1357.13246843153
6556.3	28.6205316511574	1405.9160770344
6812.8	29.440943420277	1453.49190450619
7079.3	30.2714275666295	1506.27283481462
7356.3	31.2429778447355	1561.58367566273
7644.1	32.6557989009294	1617.42637582796
7943.1	34.1116464855074	1674.45456534549
8253.9	35.2752467985914	1747.78050328911
8576.8	36.3068603153523	1827.58453788526
8912.3	37.6270314469283	1923.4329732324
9261	39.4386607538826	2063.20613630842
9623.3	41.584567627901	2264.51708226642
